Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
35,1,1,636,1,4,4,1,4,1,47,2,1,2,4,1,2376,26537,1,1,13,3,2,1,2,2,4,2,2,2,2
43,0,0,1372,0,9,3,3,1,0,85,1,2,0,3,0,5346,9489,8,1,13,3,2,0,7,2,2,4,3,1,3
32,1,2,862,0,2,1,0,3,0,76,3,1,6,1,2,2827,14947,1,1,12,3,3,3,1,3,3,1,0,0,0
56,1,0,718,1,4,4,4,4,0,92,3,5,5,1,2,19943,18575,4,1,13,3,4,1,28,2,3,5,2,4,2
29,1,0,1401,1,6,1,2,2,0,54,3,1,2,4,1,3131,26342,1,1,13,3,1,1,10,5,3,10,8,0,8
19,1,0,645,1,9,2,0,3,1,54,3,1,1,1,0,2552,7172,1,1,25,4,3,0,1,4,3,1,1,0,0
45,1,0,1457,1,7,3,2,1,0,83,3,1,1,3,1,4477,20100,4,0,19,3,3,1,7,2,2,3,2,0,2
37,1,0,977,1,1,3,0,4,0,56,2,2,3,4,1,6474,9961,1,1,13,3,2,1,14,2,2,14,8,3,11
20,1,0,805,1,3,3,0,1,1,87,2,1,2,3,0,3033,12828,1,1,12,3,1,0,2,2,2,2,2,1,2
44,0,0,1097,1,10,4,0,3,1,96,3,1,1,3,0,2936,10826,1,0,11,3,3,0,6,4,3,6,4,0,2
53,1,0,1223,1,7,2,2,4,0,50,3,5,5,3,2,18606,18640,3,1,18,3,2,1,26,6,3,7,7,4,7
29,1,0,942,1,15,1,0,2,0,69,1,1,1,4,1,2168,26933,0,0,18,3,1,1,6,2,2,5,4,1,3
22,0,1,1256,1,3,4,0,3,1,48,2,1,1,4,1,2853,4223,0,0,11,3,2,1,1,5,3,0,0,0,0
46,1,0,1402,0,2,3,3,3,0,69,3,4,5,1,1,17048,24097,8,1,23,4,1,0,28,2,3,26,15,15,9
44,1,2,111,1,17,3,0,4,1,74,1,1,1,3,0,2290,4279,2,1,13,3,4,0,6,3,3,0,0,0,0
33,1,0,147,2,2,3,5,2,1,99,3,1,8,3,1,3600,8429,1,1,13,3,4,1,5,2,3,5,4,1,4
41,0,2,906,1,5,2,0,1,1,95,2,1,1,1,2,2107,20293,6,1,17,3,1,1,5,2,1,1,0,0,0
30,1,0,1329,0,29,4,0,3,1,61,3,2,0,1,2,4115,13192,8,1,19,3,3,3,8,3,3,4,3,0,3
40,1,1,1184,0,2,4,2,2,1,62,3,2,0,2,1,4327,25440,5,1,12,3,4,3,5,2,3,0,0,0,0
50,1,1,1421,1,2,3,2,4,0,30,3,4,5,1,1,17856,9490,2,1,22,4,3,1,32,3,3,2,2,2,2
28,1,0,1179,1,19,4,2,4,1,78,2,1,2,1,1,3196,12449,1,1,12,3,3,3,6,2,3,6,5,3,3
46,1,0,1450,1,15,2,0,4,1,52,3,5,7,2,1,19081,10849,5,1,11,3,1,1,25,2,3,4,2,0,3
35,1,0,1361,0,17,4,0,3,1,94,3,2,0,1,1,8966,21026,3,0,15,3,4,3,15,2,3,7,7,1,7
24,0,0,984,1,17,2,0,4,0,97,3,1,2,2,1,2210,3372,1,1,13,3,1,1,1,3,1,1,0,0,0
33,1,1,1146,0,25,3,2,2,0,82,3,2,0,3,1,4539,4905,1,1,12,3,1,1,10,3,2,10,7,0,1
36,1,0,917,1,6,4,0,3,1,60,1,1,2,3,2,2741,6865,1,1,14,3,3,1,7,4,3,7,7,1,7
30,1,0,853,1,7,4,0,3,1,49,3,2,2,3,2,3491,11309,1,1,13,3,1,3,10,4,2,10,7,8,9
44,1,0,200,1,29,4,1,4,1,32,3,2,1,4,0,4541,7744,1,1,25,4,2,0,20,3,3,20,11,13,17
20,1,0,654,0,21,3,3,3,1,43,4,1,6,4,0,2678,5050,1,1,17,3,4,0,2,2,3,2,1,2,2
46,1,0,150,1,2,4,4,4,1,60,3,2,3,4,2,7379,17433,2,1,11,3,3,1,12,3,2,6,3,1,4
42,1,2,179,2,2,5,2,4,1,79,4,2,8,1,1,6272,12858,7,1,16,3,1,1,10,3,4,4,3,0,3
60,1,0,696,0,7,4,3,2,1,52,4,2,0,4,2,5220,10893,0,0,18,3,2,1,12,3,3,11,7,1,9
32,1,1,116,1,13,3,1,3,0,77,2,1,2,2,1,2743,7331,1,1,20,4,3,1,2,2,3,2,2,2,2
32,1,1,1316,1,2,2,0,4,0,38,3,2,1,3,0,4998,2338,4,0,14,3,4,0,10,2,3,8,7,0,7
36,1,0,363,1,1,3,4,3,0,77,1,3,3,1,2,10252,4235,2,0,21,4,3,1,17,2,3,7,7,7,7
33,1,0,117,1,9,3,2,1,1,60,3,1,1,4,1,2781,6311,0,1,13,3,2,1,15,5,3,14,10,4,10
40,1,0,107,0,10,3,4,2,0,84,2,2,0,2,2,6852,11591,7,1,12,3,2,1,7,2,4,5,1,1,3
25,1,0,1356,0,10,4,0,3,1,57,3,2,0,4,0,4950,20623,0,1,14,3,2,0,5,4,3,4,3,1,1
30,1,0,1465,1,1,3,2,4,1,63,3,1,1,2,1,3579,9369,0,0,21,4,1,1,12,2,3,11,9,5,7
42,1,1,458,1,26,5,2,1,0,60,3,3,7,1,1,13191,23281,3,0,17,3,3,0,20,6,3,1,0,0,0
35,1,2,1212,0,8,2,3,3,0,78,2,3,0,4,1,10377,13755,4,0,11,3,2,1,16,6,2,13,2,4,12
27,1,0,1103,1,14,3,0,1,1,42,3,1,1,1,1,2235,14377,1,0,14,3,4,2,9,3,2,9,7,6,8
54,1,1,966,1,1,4,0,4,0,53,3,3,3,3,2,10502,9659,7,1,17,3,1,1,33,2,1,5,4,1,4
44,1,0,1117,1,2,1,0,1,0,72,4,1,1,4,1,2011,19982,1,1,13,3,4,1,10,5,3,10,5,7,7
19,0,2,504,1,10,3,2,1,0,96,2,1,1,2,0,1859,6148,1,0,25,4,2,0,1,2,4,1,1,0,0
29,1,0,1010,1,1,3,0,1,0,97,3,1,1,4,2,3760,5598,1,1,15,3,1,3,3,5,3,3,2,1,2
54,1,0,685,1,3,3,0,4,1,85,3,4,7,4,1,17779,23474,3,1,14,3,1,0,36,2,3,10,9,0,9
31,1,0,1332,1,11,2,2,3,1,80,3,2,4,1,1,6833,17089,1,0,12,3,4,0,6,2,2,6,5,0,1
31,1,0,1062,1,24,3,2,3,0,96,2,2,4,1,0,6812,17198,1,1,19,3,2,0,10,2,3,10,9,1,8
59,1,0,326,0,3,3,0,3,0,48,2,2,0,4,0,5171,16490,5,1,17,3,4,0,13,2,3,6,1,0,5
43,1,0,920,1,3,3,0,3,1,96,1,5,7,4,1,19740,18625,3,1,14,3,2,1,25,2,3,8,7,0,7
49,1,0,1098,1,4,2,2,1,1,85,2,5,5,3,1,18711,12124,2,1,13,3,3,1,23,2,4,1,0,0,0
36,1,1,469,1,3,3,4,3,1,46,3,1,1,2,1,3692,9256,1,1,12,3,3,0,12,2,2,11,10,0,7
48,1,0,969,1,2,2,4,4,1,76,4,1,2,2,0,2559,16620,5,1,11,3,3,0,7,4,2,1,0,0,0
27,1,0,1167,1,4,2,0,1,1,76,3,1,1,3,2,2517,3208,1,1,11,3,2,3,5,2,3,5,3,0,3
29,1,0,1329,1,7,3,0,3,1,82,3,2,4,4,2,6623,4204,1,0,11,3,2,2,6,2,3,6,0,1,0
48,1,0,715,1,1,3,0,4,1,76,2,5,7,4,0,18265,8733,6,1,12,3,3,0,25,3,4,1,0,0,0
29,1,0,694,1,1,3,0,4,0,87,2,4,7,4,2,16124,3423,3,1,14,3,2,2,9,2,2,7,7,1,7
34,1,0,1320,1,20,3,4,3,0,89,4,1,1,3,1,2585,21643,0,1,17,3,4,0,2,5,2,1,0,0,0
44,1,0,1099,0,5,3,3,2,1,88,3,5,5,2,1,18213,8751,7,1,11,3,3,1,26,5,3,22,9,3,10
33,1,0,536,0,10,5,3,4,1,82,4,3,0,3,2,8380,21708,0,0,14,3,4,2,10,3,3,9,8,0,8
19,1,0,265,1,25,3,0,2,0,57,4,1,1,4,0,2994,21221,1,0,12,3,4,0,1,2,3,1,0,0,1
23,1,0,373,1,1,2,0,4,1,47,3,1,1,3,1,1223,16901,1,1,22,4,4,1,1,2,3,1,0,0,1
25,0,1,599,0,24,1,0,3,1,73,1,1,6,4,0,1118,8040,1,0,14,3,4,0,1,4,3,1,0,1,0
26,1,0,583,1,4,2,0,3,1,53,3,1,1,4,0,2875,9973,1,0,20,4,2,0,8,2,2,8,5,2,2
45,0,0,1449,0,2,3,3,1,0,94,1,5,5,2,0,18824,2493,2,0,16,3,1,0,26,2,3,24,10,1,11
55,1,2,177,1,8,1,2,4,1,37,2,4,4,2,2,13577,25592,1,0,15,3,4,1,34,3,3,33,9,15,0
21,0,1,251,1,10,2,0,1,0,45,2,1,2,3,0,2625,25308,1,1,20,4,3,0,2,2,1,2,2,2,2
46,1,0,168,0,4,2,3,4,0,33,2,5,5,2,1,18789,9946,2,1,14,3,3,1,26,2,3,11,4,0,8
34,1,0,131,0,2,3,3,3,0,86,3,2,0,1,0,4538,6039,0,0,12,3,4,0,4,3,3,3,2,0,2
51,1,1,237,0,9,3,0,4,1,83,3,5,5,2,2,19847,19196,4,0,24,4,1,1,31,5,2,29,10,11,10
59,1,0,1429,1,18,4,2,4,1,67,3,3,3,4,0,10512,20002,6,1,12,3,4,0,25,6,2,9,7,5,4
34,1,1,135,1,19,3,2,3,0,46,3,2,2,2,2,4444,22534,4,1,13,3,3,2,15,2,4,11,8,5,10
28,1,1,791,1,1,4,2,4,1,44,3,1,2,3,0,2154,6842,0,0,11,3,3,0,5,2,2,4,2,0,2
44,1,0,1199,1,4,2,0,3,1,92,4,5,5,1,2,19190,17477,1,1,14,3,4,2,26,4,2,25,9,14,13
34,1,1,648,2,11,3,0,3,1,56,2,2,8,2,1,4490,21833,4,1,11,3,4,2,14,5,4,10,9,1,8
35,1,0,735,1,6,1,0,3,1,66,3,1,1,3,1,3506,6020,0,0,14,3,4,0,4,3,3,3,2,2,2
42,1,0,603,1,7,4,2,2,0,78,4,2,1,2,1,2372,5628,6,0,16,3,4,0,18,2,3,1,0,0,0
43,1,0,531,0,4,4,3,4,0,56,2,3,0,4,0,10231,20364,3,1,14,3,4,0,23,3,4,21,7,15,17
36,1,0,429,1,2,4,0,3,0,53,3,2,3,2,0,5410,2323,9,0,11,3,4,0,18,2,3,16,14,5,12
44,0,0,621,1,15,3,2,1,0,73,3,3,4,4,1,7978,14075,1,1,11,3,4,1,10,2,3,10,7,0,5
28,1,1,193,1,2,3,0,4,1,52,2,1,2,4,1,3867,14222,1,0,12,3,2,1,2,2,3,2,2,2,2
51,1,1,968,1,6,2,2,2,0,40,2,1,2,3,0,2838,4257,0,1,14,3,2,0,8,6,2,7,0,7,7
30,1,2,879,1,9,2,2,3,0,72,3,2,3,3,0,4695,12858,7,0,18,3,3,0,10,3,3,8,4,1,7
29,0,0,806,1,7,3,4,2,0,39,3,1,2,3,2,3339,17285,3,0,13,3,1,2,10,2,3,7,7,7,7
28,1,0,640,1,1,3,4,4,1,84,3,1,1,1,0,2080,4732,2,1,11,3,2,0,5,2,2,3,2,1,2
25,1,0,266,1,1,3,2,4,0,40,3,1,1,2,0,2096,18830,1,1,18,3,4,0,2,3,2,2,2,2,1
32,1,0,604,0,8,3,2,3,1,56,4,2,0,4,1,6209,11693,1,1,15,3,3,2,10,4,4,10,7,0,8
45,1,1,364,1,25,3,2,2,0,83,3,5,5,2,0,18061,13035,3,1,22,4,3,0,22,4,3,0,0,0,0
39,1,0,412,1,13,4,2,3,0,94,2,4,5,2,2,17123,17334,6,0,13,3,4,2,21,4,3,19,9,15,2
58,1,0,848,1,23,4,0,1,1,88,3,1,1,3,2,2372,26076,1,1,12,3,4,2,2,3,3,2,2,2,2
32,0,0,1089,1,7,2,0,4,1,79,3,2,2,3,1,4883,22845,1,1,18,3,1,1,10,3,3,10,4,1,1
39,0,0,360,1,23,3,2,3,1,93,3,1,1,1,0,3904,22154,0,1,13,3,1,0,6,2,3,5,2,0,3
30,1,0,1138,1,6,3,4,1,0,48,2,2,2,4,1,4627,23631,0,1,12,3,1,1,10,6,3,9,2,6,7
36,1,0,325,1,10,4,4,4,0,63,3,3,4,3,1,7094,5747,3,1,12,3,1,0,10,0,3,7,7,1,7
46,1,0,991,2,1,2,0,4,0,44,3,1,8,1,0,3423,22957,6,1,12,3,3,0,10,3,4,7,6,5,7
28,1,2,1476,1,1,3,0,3,0,55,1,2,2,4,1,6674,16392,0,1,11,3,1,3,10,6,3,9,8,7,5
50,1,0,1322,1,28,3,0,4,0,43,3,4,7,1,1,16880,22422,4,0,11,3,2,0,25,2,3,3,2,1,2
40,0,0,299,0,25,4,3,4,1,57,2,3,0,2,0,9094,17235,2,0,12,3,3,0,9,2,3,5,4,1,0
52,0,0,1030,0,5,3,0,2,1,64,3,3,0,2,0,8446,21534,9,0,19,3,3,0,10,2,2,8,7,7,7
30,1,0,634,1,17,4,2,2,0,95,3,3,5,1,1,11916,25927,1,0,23,4,4,2,9,2,3,9,1,0,8
39,1,0,524,1,18,2,0,1,1,32,3,2,3,3,0,4534,13352,0,1,11,3,1,0,9,6,3,8,7,1,7
31,1,2,587,0,2,4,0,4,0,57,3,3,0,3,2,9852,8935,1,0,19,3,1,1,10,5,2,10,8,9,6
41,1,2,256,0,10,2,2,3,1,40,1,2,0,2,0,6151,22074,1,1,13,3,1,0,19,4,3,19,2,11,9
31,0,1,1060,0,1,3,0,4,0,54,3,1,6,2,0,2302,8319,1,0,11,3,1,0,3,2,4,3,2,2,2
44,0,0,935,1,3,3,0,1,1,89,3,1,2,1,1,2362,14669,4,1,12,3,3,0,10,4,4,3,2,1,2
42,1,2,495,1,2,1,0,3,1,37,3,4,5,3,1,17861,26582,0,0,13,3,4,0,21,3,2,20,8,2,10
55,1,0,282,1,2,2,2,4,0,58,1,5,5,3,1,19187,6992,4,1,14,3,4,1,23,5,3,19,9,9,11
56,1,0,206,2,8,4,0,4,1,99,3,5,5,2,0,19717,4022,6,1,14,3,1,0,36,4,3,7,3,7,7
40,1,2,458,1,16,2,0,3,1,74,3,1,1,3,2,3544,8532,9,1,16,3,2,1,6,0,3,4,2,0,0
34,1,0,943,1,9,3,0,4,1,86,3,3,4,4,2,8500,5494,0,1,11,3,4,1,10,0,2,9,7,1,6
40,1,0,523,1,2,3,0,3,1,98,3,2,1,4,0,4661,22455,1,1,13,3,3,0,9,4,3,9,8,8,8
41,1,1,1018,0,1,3,3,3,0,66,3,2,0,1,2,4103,4297,0,1,17,3,4,1,10,2,3,9,3,1,7
35,1,1,482,1,4,4,0,3,1,87,3,2,1,3,0,4249,2690,1,0,11,3,2,0,9,3,3,9,6,1,1
51,1,0,770,2,5,3,0,3,1,84,3,4,5,2,2,14026,17588,1,0,11,3,2,1,33,2,3,33,9,0,10
38,1,0,1009,0,2,2,0,2,0,31,3,2,0,1,2,6893,19461,3,1,15,3,4,1,11,3,3,7,7,1,7
34,1,0,507,0,15,2,2,3,0,66,3,2,0,1,0,6125,23553,1,1,12,3,4,0,10,6,4,10,8,9,6
25,1,0,882,1,19,1,2,4,1,67,3,1,2,4,1,3669,9075,3,1,11,3,3,3,7,6,2,3,2,1,2
58,0,0,601,1,7,4,2,3,0,53,2,3,3,1,1,10008,12023,7,0,14,3,4,0,31,0,2,10,9,5,9
40,1,0,329,1,1,4,0,2,1,88,3,1,2,2,1,2387,6762,3,1,22,4,3,1,7,3,3,4,2,0,3
36,1,1,607,0,7,3,3,1,0,83,4,2,0,1,1,4639,2261,2,1,16,3,4,1,17,2,2,15,7,6,13
48,1,0,855,1,4,3,0,4,1,54,3,3,3,4,0,7898,18706,1,1,11,3,3,0,11,2,3,10,9,0,8
27,1,0,1291,0,11,3,2,3,0,98,4,1,6,4,1,2534,6527,8,1,14,3,2,1,5,4,3,1,0,0,0
51,1,0,1405,1,11,2,4,4,0,82,2,4,3,2,0,13142,24439,3,1,16,3,2,0,29,1,2,5,2,0,3
18,1,2,1124,1,1,3,0,4,0,97,3,1,2,4,0,1611,19305,1,1,15,3,3,0,0,5,4,0,0,0,0
35,1,0,817,1,1,3,2,4,0,60,2,2,2,4,1,5363,10846,0,1,12,3,2,1,10,0,3,9,7,0,0
27,1,1,793,0,2,1,0,4,1,43,1,2,0,4,0,5071,20392,3,1,20,4,2,0,8,3,3,6,2,0,0
55,0,0,267,0,13,4,3,1,1,85,4,4,0,3,0,13695,9277,6,0,17,3,3,0,24,2,2,19,7,3,8
56,1,0,1369,1,23,3,0,4,1,68,3,4,3,2,1,13402,18235,4,0,12,3,1,1,33,0,3,19,16,15,9
34,1,2,999,1,26,1,4,1,0,92,2,1,1,3,2,2029,15891,1,1,20,4,3,3,5,2,3,5,4,0,0
40,1,0,1202,1,2,1,2,2,0,89,4,2,4,3,2,6377,13888,5,1,20,4,2,3,15,0,3,12,11,11,8
34,1,0,285,1,29,3,2,2,1,86,3,2,2,3,1,5429,17491,4,1,13,3,1,2,10,1,3,8,7,7,7
31,0,1,703,0,2,3,0,3,0,90,2,1,6,4,0,2785,11882,7,1,14,3,3,0,3,3,4,1,0,0,0
35,0,1,662,0,18,4,3,4,0,67,3,2,0,3,1,4614,23288,0,0,18,3,3,1,5,0,2,4,2,3,2
38,1,1,693,1,7,3,0,4,1,57,4,1,1,3,2,2610,15748,1,1,11,3,4,3,4,2,3,4,2,0,3
34,1,0,404,1,2,4,4,3,0,98,3,2,4,4,0,6687,6163,1,1,11,3,4,0,14,2,4,14,11,4,11
28,1,0,736,0,26,3,0,3,1,48,2,2,0,1,1,4724,24232,1,1,11,3,3,1,5,0,3,5,3,0,4
31,0,0,330,1,22,4,2,4,1,98,3,2,3,3,1,6179,21057,1,0,15,3,4,2,10,3,2,10,2,6,7
39,1,0,1498,0,21,4,0,1,1,44,2,2,0,4,1,6120,3567,3,0,12,3,4,2,8,2,4,5,4,1,4
51,1,1,541,0,2,3,3,2,1,52,3,3,0,2,1,10596,15395,2,1,11,3,2,0,14,5,3,4,2,3,2
41,1,1,1200,1,22,3,0,4,0,75,3,2,1,4,2,5467,13953,3,0,14,3,1,2,12,4,2,6,2,3,3
37,1,0,1439,1,4,1,0,3,1,54,3,1,1,3,1,2996,5182,7,0,15,3,4,0,8,2,3,6,4,1,3
33,1,1,1111,0,5,1,0,2,1,61,3,2,0,4,1,9998,19293,6,1,13,3,1,0,8,2,4,5,4,1,2
32,1,0,499,0,2,1,3,3,1,36,3,2,0,2,1,4078,20497,0,0,13,3,1,3,4,3,2,3,2,1,2
39,1,2,1485,1,25,2,0,3,1,71,3,3,4,3,1,10920,3449,3,1,21,4,2,1,13,2,3,6,4,0,5
25,1,0,1372,0,18,1,0,1,1,93,4,2,0,3,1,6232,12477,2,1,11,3,2,0,6,3,2,3,2,1,2
52,1,1,322,1,28,2,2,4,0,59,4,4,3,3,1,13247,9731,2,0,11,3,2,1,24,3,2,5,3,0,2
43,1,0,930,1,6,3,2,1,0,73,2,2,1,3,0,4081,20003,1,0,14,3,1,0,20,3,1,20,7,1,8
27,1,0,205,0,10,3,3,4,0,98,2,2,0,4,1,5769,7100,1,0,11,3,4,0,6,3,3,6,2,4,4
27,0,0,135,1,17,4,0,4,0,51,3,1,1,3,0,2394,25681,1,0,13,3,4,0,8,2,3,8,2,7,7
26,1,0,683,1,2,1,2,1,1,36,2,1,1,4,0,3904,4050,0,1,12,3,4,0,5,2,3,4,3,1,1
42,1,0,1147,2,10,3,5,3,0,31,3,4,5,1,1,16799,16616,0,1,14,3,3,1,21,5,3,20,7,0,9
52,1,0,258,1,8,4,1,3,0,54,3,1,2,1,1,2950,17363,9,1,13,3,3,0,12,2,1,5,4,0,4
37,1,0,1462,1,11,3,2,1,0,94,3,1,2,3,0,3629,19106,4,1,18,3,1,0,8,6,3,3,2,0,2
35,1,1,200,1,18,2,0,3,1,60,3,3,3,4,0,9362,19944,2,1,11,3,3,0,10,2,3,2,2,2,2
25,1,0,949,1,1,3,4,1,1,81,3,1,2,4,1,3229,4910,4,1,11,3,2,1,7,2,2,3,2,0,2
26,1,0,652,1,7,3,1,3,1,100,4,1,2,1,0,3578,23577,0,1,12,3,4,0,8,2,3,7,7,0,7
29,1,0,332,2,17,3,1,2,1,51,2,3,8,1,0,7988,9769,1,1,13,3,1,0,10,3,2,10,9,0,9
49,0,1,1475,1,28,2,0,1,1,97,2,2,2,1,0,4284,22710,3,1,20,4,1,0,20,2,3,4,3,1,3
29,0,1,337,1,14,1,1,3,0,84,3,3,4,4,0,7553,22930,0,0,12,3,1,0,9,1,3,8,7,7,7
54,1,0,971,1,1,3,2,4,0,54,3,4,7,4,0,17328,5652,6,1,19,3,4,0,29,3,2,20,7,12,7
58,1,0,1055,1,1,3,2,4,0,76,3,5,7,1,1,19701,22456,3,0,21,4,3,1,32,3,3,9,8,1,5
55,1,0,1136,1,1,4,2,2,1,81,4,4,7,4,2,14732,12414,2,1,13,3,4,2,31,4,4,7,7,0,0
36,1,0,1174,0,3,4,3,1,0,99,3,2,0,2,0,9278,20763,3,0,16,3,4,0,15,3,3,5,4,0,1
31,0,1,667,0,1,4,0,2,0,50,1,1,6,3,0,1359,16154,1,1,12,3,2,0,1,3,3,1,0,0,0
30,1,0,855,0,7,4,3,4,0,73,3,2,0,1,2,4779,12761,7,1,14,3,2,2,8,3,3,3,2,0,2
31,1,0,182,1,8,5,0,1,0,93,3,4,7,2,0,16422,8847,3,1,11,3,3,0,9,3,4,3,2,1,0
34,1,1,560,1,1,4,1,4,1,91,3,1,1,1,2,2996,20284,5,1,14,3,3,2,10,2,3,4,3,1,3
31,0,0,202,1,8,3,0,1,0,34,2,1,1,2,0,1261,22262,1,1,12,3,3,0,1,3,4,1,0,0,0
27,1,0,1377,1,11,1,0,2,1,91,3,1,2,1,1,2099,7679,0,1,14,3,2,0,6,3,4,5,0,1,4
36,1,0,172,1,4,4,0,1,1,37,2,2,2,4,0,5810,22604,1,1,16,3,3,0,10,2,2,10,4,1,8
36,1,0,329,0,16,4,3,3,0,98,2,2,0,1,1,5647,13494,4,1,13,3,1,2,11,3,2,3,2,0,2
47,1,0,465,1,1,3,4,1,1,74,3,1,1,4,1,3420,10205,7,1,12,3,3,1,17,2,2,6,5,1,2
25,0,0,383,0,9,2,0,1,1,68,2,1,6,1,1,4400,15182,3,1,12,3,1,0,6,2,3,3,2,2,2
37,1,2,1413,1,5,2,4,3,1,84,4,1,2,3,0,3500,25470,0,1,14,3,1,0,7,2,1,6,5,1,3
56,1,0,1255,1,1,2,0,1,0,90,3,1,1,1,1,2066,10494,2,1,22,4,4,1,5,3,4,3,2,1,0
47,1,0,359,1,2,4,2,1,0,82,3,4,7,3,1,17169,26703,3,1,19,3,2,2,26,2,4,20,17,5,6
24,1,0,1476,0,4,1,2,4,0,42,3,2,0,3,1,4162,15211,1,0,12,3,3,2,5,3,3,5,4,0,3
32,1,0,601,0,7,5,3,4,1,97,3,2,0,4,1,9204,23343,4,1,12,3,3,1,7,3,2,4,3,0,3
34,1,0,401,1,1,3,0,4,0,86,2,1,2,2,1,3294,3708,5,1,17,3,1,1,7,2,2,5,4,0,2
41,1,0,1283,1,5,5,2,2,1,90,4,1,1,3,1,2127,5561,2,0,12,3,1,0,7,5,2,4,2,0,3
40,1,2,663,1,9,4,1,3,1,81,3,2,2,3,2,3975,23099,3,1,11,3,3,2,11,2,4,8,7,0,7
31,1,0,326,0,8,2,0,1,1,31,3,3,0,4,2,10793,8386,1,1,18,3,1,1,13,5,3,13,7,9,9
46,0,0,377,0,9,3,3,1,1,52,3,3,0,4,2,10096,15986,4,1,11,3,1,1,28,1,4,7,7,4,3
39,0,2,592,1,2,3,0,1,0,54,2,1,2,1,0,3646,17181,2,0,23,4,2,0,11,2,4,1,0,0,0
31,0,1,1445,1,1,5,0,3,0,100,4,3,3,2,0,7446,8931,1,1,11,3,1,0,10,2,3,10,8,4,7
45,1,0,1038,1,20,3,2,2,1,95,1,3,4,1,2,10851,19863,2,0,18,3,2,1,24,2,3,7,7,0,7
31,1,0,1398,2,8,2,2,4,0,96,4,1,8,2,0,2109,24609,9,1,18,3,4,0,8,3,3,3,2,0,2
31,0,1,523,1,2,3,0,2,1,94,3,1,2,4,1,3722,21081,6,0,13,3,3,1,7,2,1,2,2,2,2
45,1,0,1448,1,29,3,4,2,1,55,3,3,3,4,1,9380,14720,4,0,18,3,4,2,10,4,4,3,1,1,2
48,1,0,1221,0,7,3,3,3,1,96,3,2,0,1,2,5486,24795,4,1,11,3,1,3,15,3,3,2,2,2,2
34,0,0,1107,2,9,4,4,1,0,52,3,1,8,3,1,2742,3072,1,1,15,3,4,0,2,0,3,2,2,2,2
40,1,2,218,1,8,1,2,4,1,55,2,3,7,2,2,13757,25178,2,1,11,3,3,1,16,5,3,9,8,4,8
28,1,0,866,0,5,3,2,4,1,84,3,2,0,1,0,8463,23490,0,1,18,3,4,0,6,4,3,5,4,1,3
44,1,2,981,1,5,3,0,3,1,90,2,1,2,3,0,3162,7973,3,1,14,3,4,0,7,5,3,5,2,0,3
53,1,0,447,1,2,3,2,4,1,39,4,4,7,2,0,16598,19764,4,1,12,3,2,0,35,2,2,9,8,8,8
49,1,0,1495,1,5,4,4,1,1,96,3,2,4,3,1,6651,21534,2,1,14,3,2,1,20,0,2,3,2,1,2
40,1,0,896,1,2,3,2,3,1,68,3,1,1,3,2,2345,8045,2,1,14,3,3,1,8,3,4,3,1,1,2
44,1,0,1467,1,20,3,0,4,1,49,3,1,1,2,0,3420,21158,1,1,13,3,3,0,6,3,2,5,2,1,3
33,1,1,430,0,7,3,2,4,1,54,3,2,0,1,1,4373,17456,0,1,14,3,1,2,5,2,3,4,3,0,3
34,1,0,1326,0,3,3,1,4,1,81,1,2,0,1,0,4759,15891,3,1,18,3,4,0,15,2,3,13,9,3,12
30,1,0,1358,0,16,1,0,4,1,96,3,2,0,3,1,5301,2939,8,1,15,3,3,2,4,2,2,2,1,2,2
42,1,1,748,1,9,2,2,1,0,74,3,1,2,4,0,3673,16458,1,1,13,3,3,0,12,3,3,12,9,5,8
44,1,1,383,0,1,5,3,1,0,79,3,2,0,3,1,4768,9282,7,1,12,3,3,1,11,4,2,1,0,0,0
30,1,2,990,1,7,3,4,3,1,64,3,1,1,3,2,1274,7152,1,1,13,3,2,2,1,2,2,1,0,0,0
57,1,0,405,1,1,2,0,2,1,93,4,2,1,3,1,4900,2721,0,1,24,4,1,1,13,2,2,12,9,2,8
49,1,0,1490,1,7,4,0,3,1,35,3,3,4,2,2,10466,20948,3,1,14,3,2,2,29,3,3,8,7,0,7
34,1,1,829,1,15,3,2,2,1,71,3,4,7,1,2,17007,11929,7,1,14,3,4,2,16,3,2,14,8,6,9
28,0,1,1496,0,1,3,4,1,1,92,3,1,6,3,1,2909,15747,3,1,15,3,4,1,5,3,4,3,2,1,2
29,0,1,115,0,13,3,4,1,0,51,3,2,0,2,0,5765,17485,5,1,11,3,1,0,7,4,1,5,3,0,0
34,0,0,790,0,24,4,2,1,0,40,2,2,0,2,0,4599,7815,0,0,23,4,3,0,16,2,4,15,9,10,10
35,1,0,660,0,7,1,0,4,1,76,3,1,6,3,1,2404,16192,1,1,13,3,1,1,1,3,3,1,0,0,0
24,0,1,381,1,9,3,2,2,1,89,3,1,2,1,0,3172,16998,2,0,11,3,3,0,4,2,2,0,0,0,0
